name,zero_cross_sum,zero_cross_rate_mean,chromagram_mean,mfcc_mean_global,mfcc1_mean,mfcc2_mean,mfcc3_mean,mfcc4_mean,mfcc5_mean,mfcc6_mean,mfcc7_mean,mfcc8_mean,mfcc9_mean,mfcc10_mean,mfcc11_mean,mfcc12_mean,mfcc13_mean,mfcc14_mean,mfcc15_mean,mfcc16_mean,mfcc17_mean,mfcc18_mean,mfcc19_mean,mfcc20_mean
004-231013-Loudog-Music60,13188,0.0745315330615942,0.33231318,0.49032933,-139.37317,111.33084,6.023253,17.3664,15.834943,22.22026,-12.00863,5.565811,-6.190036,12.48357,-7.798513,3.3501966,-4.8049717,5.2391844,-5.821599,-1.0077295,-10.184649,1.3195001,-8.480736,4.74266
005-386870-Tribu di Yahweh-alleanza70,13927,0.07867697010869565,0.34339014,-3.4786875,-221.43137,110.90048,14.33648,21.54134,5.619144,18.965935,-3.9909775,6.5843606,-15.667243,2.9762561,1.1195486,-3.4379513,-2.0406086,5.9336753,-15.889829,4.9999614,-2.267516,0.2806072,-1.2746068,3.1685596
008-187465-San_jyla-gaya80,14515,0.08190811820652173,0.4199254,-0.8745111,-142.6718,106.43141,-3.533586,27.733345,-6.1864276,10.253782,-1.3277311,11.161641,-2.098881,1.6592642,-6.9764066,8.6193495,-7.199631,8.072958,-4.847833,-0.90928745,-10.237265,2.272063,-11.754099,4.0489097
003-207774-FAMILIA REGGAE-Lion in the Jungle90,11116,0.06284533514492753,0.41001275,1.3819085,-166.55702,111.91413,3.9530907,29.939281,-2.88437,2.9847472,1.8537474,14.548391,4.399953,13.108788,0.7531076,7.622262,-1.2557335,5.7173476,-6.349183,9.736998,-4.9823384,5.1916037,-5.32797,3.2713397
007-1014954-Sundayers-Que Paso100,15418,0.08709380661231884,0.39111474,-0.70697486,-144.91331,94.38266,-6.697353,29.942228,5.872148,15.33489,-7.6314397,10.893627,-5.5957665,6.8030295,-5.470408,7.2586975,-8.208148,3.2282898,-7.6058893,4.3461876,-3.8541956,3.2894275,-6.3126435,0.7984756
008-1879171-Radio Nowhere-Molotov Heart10,24763,0.1396880661231884,0.44001475,1.6374048,-84.455505,80.49289,-26.25811,28.54901,-7.558375,16.854277,-0.16414739,14.528056,-0.82061833,14.73202,-2.3230906,12.24901,-6.3786917,3.8570178,-9.389093,6.5617156,-8.005539,3.4547365,-2.1133125,-1.0641525
007-1883233-The Silhouet-Get Around20,20283,0.11454512001811594,0.39800322,1.2691714,-96.522644,98.55297,-19.99965,18.906322,-3.9982405,11.141185,-7.5387373,15.140511,-4.544882,11.07125,-4.7830276,6.4553723,-5.3311024,4.2140975,-4.773378,8.717061,-7.812568,6.613852,-4.2618556,4.136891
016-1868188-SEKS-Hangin On30,17765,0.10022927989130435,0.34334645,0.971259,-131.86734,89.09745,-2.702653,29.579111,3.9115489,23.950882,-0.99216557,8.880956,-6.0566797,8.9543085,0.3791254,11.778922,-6.7897243,7.789029,-5.5792017,11.301751,-13.644755,-3.2525578,-10.231073,4.918247
015-1847858-Mahidevran Rock Band-Mahidevran - Holy sun40,21488,0.12143059329710144,0.2819349,-10.093453,-118.39628,87.34071,-41.32317,12.129941,-16.064022,-5.158755,-15.479531,-0.9387248,-19.43098,9.747843,-23.847488,-1.8885361,-22.649343,-6.2655563,-14.152716,-1.4508286,-14.879809,-5.447827,-13.76249,10.048482
003-1980875-Mitch for Mayor-Unfreeable50,25526,0.14413920969202898,0.527034,0.65147525,-116.13884,69.49597,-5.627457,39.325336,-5.3333306,16.611712,-2.6262236,13.88585,-1.9352818,7.7896166,-6.486511,13.287307,-8.238162,7.4475965,-5.349332,5.959257,-10.786412,6.711141,-8.824258,3.8615248
006-1895179-Back On Earth-Runaway60,23856,0.13478968523550725,0.39751038,3.4486806,-78.04326,68.51076,-4.8997145,32.420197,-2.381782,10.332224,2.0319695,12.794368,-1.1974252,14.976571,1.5532255,17.814314,-2.2542229,6.8675485,-12.02155,7.9940405,-9.7378645,2.9446604,-4.8147507,6.084305
005-1732099-Rude-Cold Inside70,25670,0.1450110394021739,0.52087665,2.3158126,-99.91338,63.012264,-15.855977,30.29265,0.67874354,14.108176,-1.7510463,13.146095,-1.7715446,14.537764,-1.5754265,13.539387,-2.4184077,10.032895,-1.888174,9.309291,-5.0340257,8.262814,-6.1123023,5.7164583
002-1994389-Mads Kymre-Tonight80,22688,0.12813207653985506,0.34872368,3.1899154,-78.62529,76.98159,5.9427233,23.759844,-7.5972323,16.937109,2.9640882,16.269737,-3.8082237,10.888341,-7.9290285,9.626264,-9.36341,4.2696724,-7.4771323,7.764007,-7.9759,8.620228,-7.175206,9.72613
001-1978409-The Spin Wires-Into The Night90,28884,0.16301941802536232,0.41008484,-0.7885361,-87.97793,56.257523,1.9279674,28.328625,-1.8341182,8.629632,-11.7938795,6.126742,-3.543733,11.815479,-5.764648,6.2704983,-14.880116,-3.1672184,-10.830996,4.532728,-10.316242,8.919568,-1.4660708,2.9954662
004-1912594-Michael Ellis-Rocket Man100,23753,0.1340707087862319,0.5231274,3.8982332,-88.30905,75.37892,-5.6529856,34.60661,5.946516,20.506506,0.23168693,14.521498,-6.6898274,9.062779,-3.4466667,11.981114,-2.3580601,10.008312,-5.457543,6.1993837,-6.145572,9.707163,-6.1930513,4.0669303
001-908245-Frank Guerrero y su grupo Ache-Vamos A Tocar Sonero10,17248,0.09751754981884057,0.33414513,-3.8076138,-175.57259,91.81575,-5.4607406,34.61841,-1.207284,11.722706,-3.2491956,6.125031,-7.2391543,3.7949252,-7.0286093,0.29867107,-9.824723,0.5130743,-10.588112,3.0423596,-7.3979745,3.8781023,-7.96414,3.571213
004-1495218-DURO MAMBO-MI SALSA TIENE MELAO20,17868,0.10097231657608696,0.34643656,-1.863514,-133.37933,80.952065,-3.8304791,31.08589,-4.1550426,14.411018,-9.826569,7.9984884,-9.199696,6.4989233,-8.259642,3.2068741,-6.7295113,6.7405977,-7.1599326,5.694287,-9.262568,3.4116967,-8.890794,3.4234493
013-1217420-Victor Jadiel-Por si no te vuelvo a ver30,16685,0.09432886096014492,0.32917383,-1.6042495,-153.4013,92.25966,3.763415,27.279375,2.1932418,19.440443,-3.3831646,8.884432,-9.128052,4.608048,-10.711545,4.2913465,-8.240621,3.9882226,-9.333399,1.4943844,-7.3322954,6.2632427,-3.4905524,-1.5298656
010-312917-Jan y Su Son Latino-Nunca Cambies40,22251,0.12555197010869565,0.3533521,-3.100614,-153.27101,82.5301,8.226974,29.015862,-2.8078477,6.8861938,-4.910169,4.4442058,-9.222122,13.523507,-8.745325,7.73954,-14.943516,3.1900873,-16.105476,1.515848,-7.9812655,9.202869,-8.902377,-1.398356
003-1396086-Danna Ruiz-Alentando ilusiones50,22390,0.12651013360507246,0.3492673,-1.6692811,-105.214325,78.80933,-10.555349,13.924496,-8.430088,10.403216,-15.762643,1.3219864,-15.258135,5.4929967,-8.985074,4.855177,-5.128565,7.846575,-3.7478843,8.137389,-3.3660328,9.315388,-4.12736,7.0832763
002-357192-EL GRAN PROYECTO-LATINO SOY60,21862,0.12342193161231885,0.38125995,-0.24651965,-145.62245,71.921036,3.0395145,31.838379,2.4933734,14.226076,-4.5560904,9.334472,-6.882946,7.0054708,-2.7057111,9.277497,-3.285754,14.769266,-4.601703,6.0032516,-7.7584133,5.188677,-9.6372175,5.022881
005-496720-Fito Vasquez-Quedate Conmigo70,17701,0.09997593976449276,0.34887603,-5.08015,-194.65866,84.50898,-4.2705793,21.32452,5.345982,7.297036,-8.167541,17.301239,-12.831363,7.3795466,-4.369689,3.8237252,-5.5912366,8.016712,-11.515177,1.5517429,-7.6529717,-1.4306321,-6.944162,-0.72047776
011-788228-Julio la Salsa y Sabor del Caraibi-Si Tu Superas80,13630,0.07685829936594203,0.28002712,-2.2510679,-156.90535,129.40617,12.000057,17.048252,-17.749273,3.7300153,-6.16981,4.3546143,-16.95406,3.49674,-10.987122,4.245481,-3.6202028,3.3413894,-7.19441,8.003927,-6.6739635,0.47690248,-8.308954,3.4382339
009-508566-LOS DECANOS-no soy facil90,15341,0.08658429574275363,0.27562416,0.14352767,-126.752426,102.73145,2.6017156,26.379124,-1.5696242,4.918822,-6.904535,9.168808,-10.884538,7.7089663,-5.8044086,4.5831156,-3.6663415,6.7200375,-3.4054747,12.289689,-4.1063848,6.442082,-13.163578,-4.4159484
012-1299403-TIQUIPLAS-Claro que no100,9273,0.05227439990942029,0.4017411,1.0743037,-173.03088,139.33032,17.129745,30.90323,7.6106405,12.091922,-0.85106915,7.443784,-8.344579,-1.7394693,-10.310653,13.050842,-7.538824,7.48577,-11.324936,6.286589,-7.0764,3.5793958,-7.7434883,4.534134
